chromosome	start	end	cn	cn1	cn2
3	141404283	141457353	7	7	0
3	141461459	141464834	7	7	0
3	141465093	141497756	0	0	0
3	141499244	141536050	2	2	0
3	141536054	141689001	2	2	0
3	141689501	141721556	6	6	0
3	141721560	141884606	2	2	0
3	141885106	142032087	3	3	0
3	142032587	142089476	2	2	0
3	142090009	142169083	3	3	0
3	142169088	142185319	3	3	0
3	142186732	142342406	3	3	0
3	142342906	142408534	2	2	0
3	142408539	142548653	6	6	0
3	142549153	142679575	7	7	0
3	142680075	142778466	6	6	0
3	142778466	142948253	1	1	0
3	142948253	144365459	6	6	0
3	144365459	144619691	2		
3	144619691	144855763	3	3	0
3	144855763	145382386	2		
3	145382386	145582140	1	1	0
3	145582140	145672937	0	0	0
3	145672937	145912077	6	5	1
3	145912096	145924596	7	6	1
3	145925096	146251376	6	6	0
3	146251876	146360744	8	8	0
3	146360744	146505636	5		
3	146505636	146614305	1		
3	146614305	146904090	1		
3	146904090	147114469	2	2	0
3	147114969	147567271	3	3	0
3	147567271	147658022	2	1	1
3	147658303	147771407	1		
3	147771407	147884450	3	2	1
3	147884950	148577029	6	6	0
3	148577529	148652754	7	7	0
3	148652754	148757033	3	3	0
3	148757355	148788531	1	1	0
3	148789031	148857300	6	6	0
3	148857800	148873180	8	8	0
3	148875124	148916341	5	4	1
3	148917489	148925417	8		
3	148926976	149037749	5	5	0
3	149037754	149089651	8	8	0
3	149090151	149468633	3	3	0
3	149469107	149488577	7	5	2
3	149489077	149531860	7	6	1
3	149532360	149638456	1	1	0
3	149639578	149929522	6	6	0
3	149929522	150140976	8	7	1
3	150141476	150264963	6	6	0
3	150265463	150298904	2	2	0
3	150299404	150340366	3	2	1
3	150340923	150384821	2	2	0
3	150387069	150916583	6	6	0
3	150916587	151127234	7	7	0
3	151129056	151152857	3	3	0
3	151152862	151164939	3	3	0
3	151164940	152017898	6	6	0
3	152017911	152163286	7	7	0
3	152164356	152312917	6	6	0
3	152312917	152553239	7	7	0
3	152553608	152880599	3	3	0
3	152880760	152960851	7	7	0
3	152960851	154018893	5	5	0
3	154022648	154054890	8	8	0
3	154055390	154742141	3	3	0
3	154742641	154864426	7	7	0
3	154864926	155206761	6	6	0
3	155208478	155314201	2	2	0
3	155314701	155547656	3	3	0
3	155548156	155624132	8	8	0
3	155624632	155637179	6		
3	155637679	155711911	3	3	0
3	155711911	156183619	3	3	0
3	156184119	156413796	7	7	0
3	156414296	156697251	3	2	1
3	156697751	156868162	7	6	1
3	156869526	156937842	6	5	1
3	156937842	157080603	2	2	0
3	157081103	157379508	3	2	1
3	157379508	157577421	3		
3	157577421	157902853	5	4	1
3	157902853	158090805	3	2	1
3	158090805	158519110	6	6	0
3	158519610	158539516	9	9	0
3	158539746	159130390	3	3	0
3	159130390	159462851	3	3	0
3	159462851	159603408	3	3	0
3	159603908	159669874	7	6	1
3	159669874	159818893	3	3	0
3	159819393	159998610	2	2	0
3	159999110	160073981	3		
3	160075967	160140694	8	5	3
3	160141194	160148567	8	8	0
3	160148745	160185395	2	2	0
3	160185395	160227742	3	3	0
3	160228242	160339161	7	7	0
3	160339161	160794035	6	5	1
3	160794036	160804227	3	2	1
3	160804232	160822726	3	3	0
3	160823659	160950584	7	7	0
3	160951084	160966682	6	5	1
3	160967182	160971324	2	1	1
3	160971824	161090696	6	4	2
3	161091196	161221747	7	7	0
3	161222247	161639442	6		
3	161639442	161784554	2	2	0
3	161784554	162346861	1	1	0
3	162346861	162618945	0	0	0
3	162618945	163344503	1	1	0
3	163344503	163489615	3		
3	163489615	164114231	1	1	0
3	164114231	164350645	1	1	0
3	164350645	164712185	1		
3	164716295	164727236	2		
3	164727736	164735527	2	2	0
3	164735532	164777818	8	8	0
3	164780110	164987037	6	6	0
3	164987037	165076892	2		
3	165076892	165328484	2		
3	165328484	165491343	2	2	0
3	165495311	165555324	3	3	0
3	165555824	166579769	2	2	0
3	166580269	166885731	0	0	0
3	166885731	166960413	3	3	0
3	166960913	167068319	3	2	1
3	167068819	167159071	8	8	0
3	167159571	167250801	3	2	1
3	167251301	167507211	8	5	3
3	167508157	168810925	6	6	0
3	168812862	168974403	7	7	0
3	168974403	169361293	6	6	0
3	169361293	169486158	7	7	0
3	169487044	169497293	6		
3	169498366	169504451	0	0	0
3	169504487	169514692	3	3	0
3	169515192	169521862	0	0	0
3	169521867	169555499	6	5	1
3	169557129	169586851	2	2	0
3	169587351	169953260	3	3	0
3	169953760	169993158	1	1	0
3	169993658	170011380	3		
3	170011880	170022099	9	6	3
3	170023036	170098452	6	6	0
3	170098952	170150900	1	1	0
3	170151209	170582165	3	2	1
3	170582665	170605650	8	6	2
3	170606867	170825121	6	6	0
3	170825755	171178222	8	8	0
3	171178722	171720509	3	3	0
3	171720509	171924850	7	4	3
3	171924850	172482317	6	6	0
3	172482817	172491136	7	5	2
3	172491636	172536698	0	0	0
3	172537859	172539276	0	0	0
3	172539776	173134537	3	3	0
3	173134537	173321525	2	2	0
3	173322025	173669623	6	6	0
3	173669623	173956679	3		
3	173956679	174170888	3	3	0
3	174170888	174576526	2	1	1
3	174577026	174778432	3	2	1
3	174778432	175024824	2	2	0
3	175024824	175344503	6	6	0
3	175345003	175504763	2	2	0
3	175504763	175687374	3	2	1
3	175687374	175850857	2		
3	175850857	176177824	1		
3	176177824	176232940	2	2	0
3	176233440	176741314	3	2	1
3	176742154	176799525	8	8	0
3	176799525	178513100	6	6	0
3	178513600	178561780	3	2	1
3	178562705	178959819	5	5	0
3	178960663	179047518	2	2	0
3	179048018	179069772	6	6	0
3	179069777	179093196	6	4	2
3	179094842	179112148	6	6	0
3	179112485	179131571	2	2	0
3	179132649	179325018	5	5	0
3	179325518	179344986	1	1	0
3	179345486	179524961	6	6	0
3	179525461	179606108	7	7	0
3	179606608	180669296	3	3	0
3	180669796	180704894	9	9	0
3	180705841	181014595	3	2	1
3	181014595	181339053	2		
3	181339053	182756995	3	3	0
3	182757495	182923751	3	3	0
3	182923808	183015075	6	6	0
3	183015575	183107582	2	2	0
3	183108082	183442335	3	3	0
3	183442835	183470013	2	2	0
3	183470513	183491520	1	1	0
3	183491522	183655879	2	2	0
3	183656379	183683377	1	1	0
3	183685437	183696551	3	3	0
3	183697051	183753930	5	5	0
3	183754156	183771049	3	3	0
3	183772432	183821403	1	1	0
3	183821903	183824783	2	1	1
3	183825283	183906773	6	6	0
3	183906776	183955354	3	3	0
3	183955930	183979074	3	3	0
3	183979748	184005806	2	2	0
3	184007273	184018497	6	5	1
3	184019229	184021723	2	2	0
3	184021755	184023871	1		
3	184023876	184025674	1	1	0
3	184025688	184064512	6	6	0
3	184064513	184073778	2	2	0
3	184074609	184100931	6	6	0
3	184100993	184119250	2	2	0
3	184119257	184175235	3	2	1
3	184175235	184296424	2	2	0
3	184297227	184674671	6	6	0
3	184675171	184689562	3	3	0
3	184690062	184741559	0	0	0
3	184742059	184908893	3	3	0
3	184909020	184922585	1	1	0
3	184923085	184953298	2	2	0
3	184953798	185063980	6	6	0
3	185063980	185161414	2	2	0
3	185161914	185199606	3	3	0
3	185200106	185212707	2	2	0
3	185212909	185300622	3	3	0
3	185301122	185316393	2	1	1
3	185316735	185349987	0	0	0
3	185350585	185363500	6	6	0
3	185364887	185393784	3	3	0
3	185394284	185462817	7	7	0
3	185462817	186439645	6	6	0
3	186440145	186507105	2	2	0
3	186507632	186570198	3	2	1
3	186570698	186701200	2	2	0
3	186701200	186838822	3	3	0
3	186839012	186918226	2	1	1
3	186918266	186953780	7	7	0
3	186953785	186974672	6	6	0
3	186975172	188531001	6	6	0
3	188531001	188603235	2	2	0
3	188604089	188937539	6	6	0
3	188938039	189041628	7	7	0
3	189041633	190344643	6	6	0
3	190345143	190375007	3	3	0
3	190375010	191092400	3	3	0
3	191092900	191113564	7	7	0
3	191113567	191326723	6	6	0
3	191326723	191492023	2		
3	191492023	191675690	1	1	0
3	191675690	191767523	1		
3	191767523	192873855	6	6	0
3	192874355	192972886	3	3	0
3	192973386	193027851	3	3	0
3	193028351	193049049	1	1	0
3	193051489	193382833	5	5	0
3	193384045	193543671	2	1	1
3	193543671	194158234	3	3	0
3	194159540	194214943	2	2	0
3	194214944	194428309	3	3	0
3	194428309	194680463	2	2	0
3	194680463	194895727	1	1	0
3	194896227	195000183	2	2	0
3	195000683	195202911	6	5	1
3	195222206	195377313	2	2	0
3	195377524	195447750	1	1	0
3	195447753	195460468	3	3	0
3	195462139	195474218	2	2	0
3	195474718	195483540	3	3	0
3	195484040	195493653	0	0	0
3	195494153	195515329	0	0	0
3	195515499	195539186	1	1	0
3	195539686	195593235	3	3	0
3	195593735	195610231	1	1	0
3	195611745	195725012	2	2	0
3	195725512	195802199	1	1	0
3	195802699	195944840	2	2	0
3	195945340	196033896	3	3	0
3	196034396	196054564	2	2	0
3	196055064	196098948	3	3	0
3	196099448	196233247	2	2	0
3	196233747	196303820	3	3	0
3	196304320	196556383	2	2	0
3	196556708	196559253	7	7	0
3	196560043	196662651	2	2	0
3	196662655	196755834	1	1	0
3	196757238	196786203	2	2	0
3	196786703	196986496	6	6	0
3	196986996	197061611	8	8	0
3	197061611	197239230	3	3	0
3	197239730	197401708	3	3	0
3	197401759	197425286	0	0	0
3	197425786	197428778	2		
3	197430310	197562616	3	3	0
3	197562618	197581383	2	2	0
3	197581883	197682852	1	1	0
3	197683070	197751712	2	2	0
3	197752212	197961930	1	1	0
4	10500	86882	0	0	0
4	87007	492311	0	0	0
4	492811	515843	0	0	0
4	515861	660464	0	0	0
4	661582	677119	1	1	0
4	677350	761259	0	0	0
4	761264	844039	1	1	0
4	844742	1092964	0	0	0
4	1093464	1195036	0	0	0
4	1195056	1695305	0	0	0
4	1695334	1732792	1	1	0
4	1732807	1843232	0	0	0
4	1843298	1900400	1	1	0
4	1900900	1932520	3	2	1
4	1933020	1947973	1		
4	1948263	1962884	0	0	0
4	1963384	2064982	0	0	0
4	2065482	2171869	0	0	0
4	2172369	2231049	1	1	0
4	2231563	2254323	3	3	0
4	2254823	2471016	0	0	0
4	2471178	2501030	3	3	0
4	2502389	2838711	1	1	0
4	2839053	2895168	2	2	0
4	2895668	3155500	1	1	0
4	3156000	3187728	0	0	0
4	3188228	3225858	1	1	0
4	3227357	3237614	0	0	0
4	3237795	3316700	0	0	0
4	3317734	3416608	0	0	0
4	3417683	3441657	1	1	0
4	3442157	3856806	0	0	0
4	3856806	4093888	1	1	0
4	4093888	4199312	3	3	0
4	4199471	4281457	1	1	0
4	4283495	4417925	0	0	0
4	4419003	4458928	0	0	0
4	4458933	4599052	3		
4	4599052	4978376	1	1	0
4	4978376	5169277	2	2	0
4	5169777	5499968	1	1	0
4	5500468	5564983	3	3	0
4	5565483	6055003	1	1	0
4	6055503	6055683	1		
4	6055712	6195663	0	0	0
4	6196163	6710408	1	1	0
4	6710833	6882733	2	2	0
4	6882747	7436736	1	1	0
4	7437236	7662653	0	0	0
4	7663153	7742671	0	0	0
4	7742673	7783385	3	3	0
4	7783885	7818027	1	1	0
4	7818527	7966482	2	2	0
4	7966982	8210866	1	1	0
4	8211366	8211555	0	0	0
4	8212055	8237297	0	0	0
4	8238023	8453766	0	0	0
4	8454539	8605086	0	0	0
4	8605586	9242426	1	1	0
4	9242664	9261778	0	0	0
4	9262278	9326358	0	0	0
4	9326858	9341797	2		
4	9341850	9361413	5		
4	9361495	9514640	2	2	0
4	9514743	9942877	1	1	0
4	9943377	9998635	2	2	0
4	9999135	10041224	5	4	1
4	10041724	10076907	2	2	0
4	10076908	10100771	1	1	0
4	10101271	10489387	3	3	0
4	10489392	10559507	1	1	0
4	10560007	10599774	2	2	0
4	10600234	10686495	3	3	0
4	10686995	10812792	1		
4	10812792	11394241	1	1	0
4	11394741	11416054	3	3	0
4	11416054	11631017	3	3	0
4	11631017	12282690	2		
4	12282690	12572323	1		
4	12572323	12825751	2		
4	12825751	13296404	1		
4	13296404	13476032	3	3	0
4	13480954	13578641	1	1	0
4	13579005	13582841	3		
4	13583806	13611084	3	3	0
4	13612536	14966568	2	2	0
4	14966568	15530360	3	3	0
4	15530860	15551782	2	1	1
4	15552282	15571021	2	1	1
4	15571999	15637604	3	3	0
4	15638104	15713576	3	2	1
4	15714076	15724613	2	1	1
4	15725109	15818331	1	1	0
4	15818831	15868598	0	0	0
4	15868598	15938030	2	1	1
4	15938035	15987689	3	3	0
4	15987696	16002248	1	1	0
4	16002748	16014306	3	2	1
4	16014806	16086070	3	3	0
4	16086570	16229109	3	2	1
4	16229609	16414464	0	0	0
4	16414464	16813188	3	3	0
4	16813188	17510281	1	1	0
4	17510781	17627544	3	3	0
4	17628044	17803430	1	1	0
4	17803741	17805101	1	1	0
4	17805119	17886423	5	5	0
4	17887525	19112004	3	3	0
4	19112004	19547201	3		
4	19547201	19674133	2		
4	19674133	20145595	1	1	0
4	20145595	20255653	2	2	0
4	20256467	20289030	0	0	0
4	20289030	20490646	3	3	0
4	20491146	20662127	3	3	0
4	20662127	20714547	3		
4	20714997	20733769	0	0	0
4	20734230	20779220	3		
4	20779220	20884408	2	2	0
4	20884908	20985663	3		
4	20986163	21304933	1		
4	21305433	21377079	2		
4	21377079	21699420	3	3	0
4	21699920	21857458	3	3	0
4	21857458	22388496	1	1	0
4	22388996	22446808	3	3	0
4	22449710	22606136	5	3	2
4	22606136	22715179	1	1	0
4	22715679	22947079	1	1	0
4	22947079	23361115	3		
4	23361115	23721146	1		
4	23721146	23797303	2	2	0
4	23797317	24428149	3	3	0
4	24428149	24558095	2	1	1
4	24558595	24856073	3	3	0
4	24856095	25005091	2	2	0
4	25005106	25014246	6		
4	25014746	25123840	2	2	0
4	25123843	25260156	3	3	0
4	25260656	25351273	2	2	0
4	25353196	25667167	1	1	0
4	25667667	25831069	2	2	0
4	25831569	26004456	3	2	1
4	26004456	26142858	3	3	0
4	26142858	26411769	3	3	0
4	26412269	26491984	2	2	0
4	26491989	26560527	3		
4	26560527	26585947	6	6	0
4	26586609	26640507	0	0	0
4	26641709	26689375	0	0	0
4	26690540	26741657	0	0	0
4	26742157	26774852	7	5	2
4	26774852	27019445	3	3	0
4	27019449	27454080	2	2	0
4	27454080	27672303	3	3	0
4	27672303	27817785	2		
4	27817785	28254231	1		
4	28254231	28495298	3	3	0
4	28495298	28784405	2		
4	28784405	28894447	3	3	0
4	28894447	29039725	1		
4	29039725	29511876	0	0	0
4	29511876	30020347	1	1	0
4	30020347	30151098	0	0	0
4	30151098	30463189	1	1	0
4	30463189	30724823	2		
4	30724823	31065595	6	6	0
4	31065595	31116414	3		
4	31116914	31236433	1		
4	31236433	31400678	2		
4	31400678	31674421	1		
4	31674421	31802167	2		
4	31837917	32000934	6	6	0
4	32000934	32127726	1		
4	32127726	34599116	1	1	0
4	34599116	34907216	3		
4	34907216	35831514	1	1	0
4	35831514	36030873	2		
4	36030873	36081295	1	1	0
4	36081795	36108647	1	1	0
4	36109147	36274997	6	6	0
4	36275497	36387011	2	1	1
4	36387011	36736295	1	1	0
4	36736295	37635921	2	2	0
4	37636421	37852029	3	3	0
4	37852529	37903794	3	3	0
4	37903796	37978394	1	1	0
4	37979823	38990588	2	2	0
4	38991088	39082929	6	6	0
4	39083634	39095087	0	0	0
4	39098379	39117656	2	2	0
4	39118156	39128322	2	1	1
4	39128413	39196370	3	3	0
4	39196870	39207312	1	1	0
4	39207812	39242012	1	1	0
4	39242512	39303357	2	2	0
4	39303857	39343321	6	6	0
4	39343923	39353193	0	0	0
4	39353693	39438829	2	1	1
4	39439329	39553060	3	3	0
4	39553065	39846463	1	1	0
4	39847352	39961889	2	2	0
4	39961889	40123971	1	1	0
4	40124658	40391268	2	2	0
4	40391268	40504276	1	1	0
4	40504776	40546613	1	1	0
4	40547113	40683847	6	4	2
4	40683847	40775753	1	1	0
4	40776253	40894756	1	1	0
4	40895256	40936753	2	2	0
4	40937072	41067761	5	5	0
4	41068261	41163229	2		
4	41163229	41306986	1	1	0
4	41306986	41458167	2		
4	41458167	41747948	3	3	0
4	41748123	41862581	3	2	1
4	41862581	41940760	3	2	1
4	41941125	41950725	3		
4	41951225	41988470	0	0	0
4	41988970	42051511	2	2	0
4	42052011	42080451	2	2	0
4	42080951	42402490	2	2	0
4	42402990	42545425	3	2	1
4	42545925	42571308	2	2	0
4	42576540	42644050	6	5	1
4	42644550	43123872	2	2	0
4	43123872	44176235	1	1	0
4	44176275	44391696	3		
4	44391696	44604421	0	0	0
4	44604421	44631577	7	6	1
4	44632077	44696556	5	5	0
4	44697598	44702203	1	1	0
4	44702240	44765462	5	4	1
4	44765462	44838139	1		
4	44838139	45928290	1	1	0
4	45928290	46000967	2		
4	46000967	46099367	3	3	0
4	46099867	46252670	2	2	0
4	46253170	46365219	3	2	1
4	46366435	46533184	2		
4	46533184	46828330	1	1	0
4	46828330	46878196	2		
4	46879317	47538996	3	3	0
4	47539496	47654897	2	2	0
4	47655520	47937515	3	3	0
4	47938015	48014432	2	1	1
4	48014932	48038144	5	3	2
4	48038200	48041060	3	2	1
4	48042670	48077905	0	0	0
4	48078405	48087897	5	5	0
4	48088397	48097254	3	2	1
4	48097754	48147134	8	7	1
4	48147135	48169972	3	3	0
4	48170507	48496409	2	2	0
4	48499339	48577270	3	3	0
4	48578001	48839308	2	2	0
4	48839808	48894121	1	1	0
4	48894621	49030051	3	3	0
4	49030551	49101144	1		
4	49119397	49659617	0	0	0
4	52676638	52714520	0	0	0
4	52715020	52752135	3	2	1
4	52752635	52775262	3	2	1
4	52777164	52893611	1	1	0
4	52894111	52960128	3	3	0
4	52960628	53037391	3	3	0
4	53037391	53462715	1		
4	53462716	53470775	2		
4	53471275	53579605	3		
4	53580105	53954563	2	2	0
4	53954563	54103103	2	2	0
4	54103103	54248585	3	2	1
4	54249929	55131217	3	3	0
4	55131246	55153812	2	2	0
4	55154903	55569381	1	1	0
4	55569881	55945839	2	2	0
4	55945841	55980415	6	6	0
4	55981042	55990666	3		
4	55991166	56175173	1	1	0
4	56175173	56233966	3	3	0
4	56234466	56261623	3	3	0
4	56263079	56296213	2	2	0
4	56296213	56322172	3	3	0
4	56322353	56348385	3		
4	56348885	56626449	1	1	0
4	56626449	56719261	1		
4	56719761	56750197	3		
4	56750697	56818564	2	2	0
4	56819223	56883977	1	1	0
4	56885568	56897012	1	1	0
4	56900026	57175339	3	3	0
4	57176794	57194398	2	2	0
4	57194420	57237781	3	2	1
4	57238281	57265432	2	2	0
4	57265437	57314615	3	3	0
4	57314747	57467253	2	2	0
4	57467753	57568061	3	2	1
4	57568061	57832974	2	2	0
4	57834531	57861039	1	1	0
4	57861451	57877297	2	2	0
4	57877797	57890326	2	2	0
4	57890999	58540151	2	2	0
4	58540151	59862482	1	1	0
4	59862482	60098595	3		
4	60098595	60661632	1	1	0
4	60661632	60988556	0	0	0
4	60988556	61260994	1	1	0
4	61260994	61678731	3		
4	61678731	61918474	0	0	0
4	61918474	62122417	3	3	0
4	62122417	62758726	1	1	0
4	62759226	62778648	2	2	0
4	62779148	62894761	3	2	1
4	62897149	63466376	2	2	0
4	63466376	63848498	1	1	0
4	63848498	64976669	0	0	0
4	64976669	66186218	1	1	0
4	66186221	66201790	3	3	0
4	66202290	66270256	3	3	0
4	66270756	66338402	2	2	0
4	66338402	66509180	1	1	0
4	66509680	66756782	3	3	0
4	66756782	67836450	1	1	0
4	67836450	68202222	2	2	0
4	68202722	68284727	6	6	0
4	68284727	68374831	2	1	1
4	68376648	68510538	6	5	1
4	68511602	68939773	2	2	0
4	68940273	69203586	3	2	1
4	69203893	69337310	2	2	0
4	69340336	69362551	3	3	0
4	69362566	69473282	11	11	0
4	69473282	69519881	2	2	0
4	69519886	69609025	3	3	0
4	69609025	69688011	3	3	0
4	69688511	69774399	3	2	1
4	69774399	69884190	1	1	0
4	69885327	70030962	2	2	0
4	70030962	70073591	2	2	0
4	70074091	70074211	3		
4	70078134	70261520	0	0	0
4	70267535	70455184	1	1	0
4	70460141	70512201	3		
4	70512701	70823171	3	3	0
4	70823174	70864179	2		
4	70864182	70967687	1	1	0
4	70967687	71017862	3	3	0
4	71019885	71066357	3	3	0
4	71067107	71200088	2	2	0
4	71200588	71275977	3	2	1
4	71276477	71348111	2	2	0
4	71349209	71469793	3	3	0
4	71470293	71508959	7	4	3
4	71508960	71684450	3	3	0
4	71684454	71702071	2	2	0
4	71702571	71847988	3	3	0
4	71847993	71948970	2	2	0
4	71948970	72069700	2		
4	72069700	72222217	2	2	0
4	72222717	72650126	3	3	0
4	72650626	72934815	2	2	0
4	72935315	73070828	1		
4	73070828	73147207	2	2	0
4	73147552	73186526	6	6	0
4	73186527	73413662	1	1	0
4	73414162	73507200	6	6	0
4	73507200	73615350	2		
4	73615850	73797573	0	0	0
4	73797573	73922207	3		
4	73922212	74310897	5	5	0
4	74313166	74354551	7	7	0
4	74355051	74369716	6	6	0
4	74370216	74459337	2	2	0
4	74459837	74735698	5	5	0
4	74735913	74847002	1	1	0
4	74847124	75314956	6	6	0
4	75318144	75488119	8		
4	75490226	75580200	7		
4	75580200	75651643	3		
4	75651643	75771964	1	1	0
4	75771964	75975078	3	3	0
4	75975082	76406997	1	1	0
4	76406997	76434224	2	2	0
4	76434403	76453962	5	5	0
4	76454288	76528482	2	2	0
4	76528982	76599135	3	3	0
4	76599635	76655280	3	3	0
4	76655780	76692313	0	0	0
4	76692813	76817670	2	2	0
4	76818170	76878996	1	1	0
4	76879496	76887077	3	2	1
4	76887079	76943612	3	2	1
4	76943828	77051265	2	2	0
4	77051765	77079411	3	3	0
4	77079911	77097246	3	3	0
4	77097564	77184795	3	3	0
4	77184804	77192179	2	2	0
4	77192679	77231290	1	1	0
4	77231377	77244560	1	1	0
4	77245060	77283484	3	3	0
4	77283984	77303232	1	1	0
4	77303732	77303900	7	5	2
4	77304713	77675691	2	2	0
4	77675693	78100129	3	3	0
4	78100629	78531248	3		
4	78531748	78814734	3	3	0
4	78815234	79158817	2	2	0
4	79159317	79229344	2	2	0
4	79229844	79240831	2	2	0
4	79241331	79879015	3	3	0
4	79879015	79932760	0	0	0
4	79932760	80238978	0	0	0
4	80239478	80366410	2	1	1
4	80366410	80530354	3	3	0
4	80530354	80694297	2		
4	80694297	80828648	1	1	0
4	80829148	80898122	0	0	0
4	80898622	80929138	7	7	0
4	80929638	80989978	8	8	0
4	80990478	81114755	6	6	0
4	81115255	81195523	8	8	0
4	81196023	81210530	3	3	0
4	81212164	81865470	2	2	0
4	81865970	82125200	3	3	0
4	82125700	82329511	2	2	0
4	82329511	82594418	5	5	0
4	82594418	83160382	3	3	0
4	83160382	83276642	3	3	0
4	83277786	83323494	8	8	0
4	83323994	83410673	3	3	0
4	83411173	83762685	3	3	0
4	83763185	83846368	3	3	0
4	83848495	83899531	2	2	0
4	83900031	83978571	3	3	0
4	83979071	84025567	2	2	0
4	84026067	84215648	5	5	0
4	84216248	84233727	1	1	0
4	84234227	84338022	3	3	0
4	84339187	84347282	3		
4	84348678	84397916	0	0	0
4	84400546	84403309	1	1	0
4	84403314	84484237	6	6	0
4	84484237	84527002	2	2	0
4	84527502	84746128	6		
4	84746128	84910099	0	0	0
4	84910099	85237254	2	2	0
4	85237254	85412530	2		
4	85413030	85571278	6	6	0
4	85571280	85605252	2	2	0
4	85605752	85852841	5	5	0
4	85853341	85924230	2		
4	85924230	86123717	1	1	0
4	86123717	86250664	2		
4	86250664	86937244	6	4	2
4	86937244	86969015	3	3	0
4	86969015	87022517	1	1	0
4	87023008	87063025	3	3	0
4	87063025	87463847	6	4	2
4	87464347	87582373	2		
4	87582873	87735099	5	5	0
4	87735599	87810660	2	2	0
4	87811160	88052409	3	3	0
4	88052902	88090724	2	2	0
4	88091224	88355539	3	3	0
4	88356039	88372913	2	2	0
4	88373413	88411530	1	1	0
4	88411849	88415487	0	0	0
4	88415492	88531395	7	6	1
4	88531895	88571590	1	1	0
4	88572090	88815050	6	4	2
4	88815126	88899001	3	3	0
4	88899501	88967927	3	3	0
4	88967930	89133958	3	3	0
4	89133958	89205891	3		
4	89206391	89329884	2	2	0
4	89330384	89377766	3	3	0
4	89380444	89389650	2		
4	89390314	89421194	6	6	0
4	89421986	89462423	2	2	0
4	89462423	89667550	3	3	0
4	89668050	89679975	2	2	0
4	89679979	90109361	6	6	0
4	90109361	90302154	2	2	0
4	90302154	90971803	3	3	0
4	90971803	91120296	3		
4	91120296	91355349	3	3	0
4	91355349	91425258	0	0	0
4	91425258	91760273	1	1	0
4	91760773	91896972	2	2	0
4	91896972	92834188	1	1	0
4	92834188	93181378	0	0	0
4	93181378	93244220	1		
4	93244220	93511450	3		
4	93511950	94032145	1	1	0
4	94032645	94145261	2		
4	94145761	94343437	3	3	0
4	94343937	94411222	1		
4	94411722	94618939	1		
4	94618939	94984999	2	2	0
4	94984999	95128475	3		
4	95128975	95202738	2	2	0
4	95203238	95255159	1	1	0
4	95255659	95503939	3	2	1
4	95506067	95588840	3	3	0
4	95588841	96012678	2	2	0
4	96012681	96088727	6	6	0
4	96088727	96327940	2	2	0
4	96327940	96688239	6	6	0
4	96688239	96962570	2	2	0
4	96962570	97234511	3		
4	97234511	97433935	3		
4	97433935	98050335	1	1	0
4	98050335	98146516	2	2	0
4	98146516	98991239	1	1	0
4	98991239	99049096	3	3	0
4	99049596	99313259	3	3	0
4	99313759	99364159	2		
4	99364236	99540974	6	4	2
4	99540974	99668628	2	1	1
4	99668628	99798052	2	2	0
4	99798202	99807607	1	1	0
4	99808317	99957273	6	6	0
4	99960527	99995642	2	2	0
4	99996142	100178431	3	3	0
4	100178431	100349190	3	3	0
4	100349194	100451128	1	1	0
4	100457169	100472169	1	1	0
4	100472669	100485208	8	6	2
4	100485209	100529462	8	6	2
4	100529962	101109337	5	5	0
4	101110866	101297459	3		
4	101297459	101386697	3	3	0
4	101387197	101583852	2	2	0
4	101583852	101745947	2	2	0
4	101745947	101872020	1		
4	101872020	102139588	6	6	0
4	102139588	102269496	7	7	0
4	102269501	102361930	5	5	0
4	102361930	102590692	2	2	0
4	102591192	102873921	6	5	1
4	102873921	103180686	2	1	1
4	103182822	103610904	3	3	0
4	103611756	103698845	2	2	0
4	103698845	103717319	3	2	1
4	103719973	103790839	10	8	2
4	103791339	103808589	0	0	0
4	103809089	103826180	1	1	0
4	103826680	103883919	1	1	0
4	103884088	103940202	0	0	0
4	103940702	104017352	6	6	0
4	104017357	104037940	1	1	0
4	104038440	104044213	2	2	0
4	104044713	104064642	1	1	0
4	104065377	104097246	3	3	0
4	104098752	104322590	3	2	1
4	104322590	104512824	1	1	0
4	104513324	104714427	2		
4	104714427	105115553	1	1	0
4	105115553	105224951	0	0	0
4	105224951	105389048	1		
4	105389548	105392300	1	1	0
4	105392300	105560977	6	6	0
4	105560977	105759596	3		
4	105759596	106198495	3	3	0
4	106198495	106510581	2	2	0
4	106511081	106763392	5	5	0
4	106763892	106858328	2	2	0
4	106858337	106965833	6	6	0
4	106966442	107092429	2	1	1
4	107092929	107154225	3		
4	107154604	107170158	9	9	0
4	107172173	107249447	3	2	1
4	107252756	107473644	2	2	0
4	107473644	107694924	6	6	0
4	107694924	108535570	2	2	0
4	108536070	108969978	3	3	0
4	108970478	109108667	3	3	0
4	109108667	109350000	3	3	0
4	109350000	109683856	2	2	0
4	109683893	109740425	1	1	0
4	109740427	109748392	2	2	0
4	109748892	109765073	6	6	0
4	109765573	109784651	7	7	0
4	109785151	109841858	3	3	0
4	109842054	109971480	3	3	0
4	109971980	110427646	3	3	0
4	110428146	110437812	1	1	0
4	110438312	110461182	2		
4	110461357	110619519	1	1	0
4	110620019	110663545	6	6	0
4	110663554	110670575	1		
4	110670602	110682853	1	1	0
4	110685456	110723239	2	2	0
4	110723739	110763087	3	3	0
4	110763587	110913857	2	2	0
4	110914357	110971691	1	1	0
